,Request #,Status,Request Type,Subrequest Type,Additional Subrequest Type,Date / Time Opened,Date / Time Closed,Request Origin,System of Origin ID,Contact Type,Preferred Language,State Issue,Parent Request,Closed When Created,Address,City,Council District,ZIP,Latitude,Longitude,Mapped Location
116752,107020,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/08/2018 12:23:01 AM,10/08/2018 02:35:46 PM,hubNashville Community,,,,False,,False,215 6th Ave N,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78199999999998,"(36.163, -86.78199999999998)"
117131,352845,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/26/2020 01:01:39 AM,05/13/2020 07:13:45 AM,hubNashville Community,,,,False,351916.0,False,604 Basswood Ave,NASHVILLE,20.0,37209.0,36.157357,-86.883549,"(36.157357, -86.883549)"
117186,352611,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/24/2020 09:47:06 PM,07/09/2020 07:35:40 AM,hubNashville Community,,,,False,352595.0,False,4879 Jonquil Dr,NASHVILLE,26.0,37211.0,36.0835733,-86.71854990000001,"(36.0835733, -86.71854990000001)"
117337,352184,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,04/24/2020 03:16:05 PM,04/24/2020 06:25:18 PM,hubNashville Community,,,,False,,False,210 Anne Dallas Dudley Blvd,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
117349,352843,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/26/2020 12:39:42 AM,05/13/2020 07:13:45 AM,hubNashville Community,,,,False,351916.0,False,604 Basswood Ave,NASHVILLE,20.0,37209.0,36.157357,-86.883549,"(36.157357, -86.883549)"
117397,352939,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/26/2020 05:30:18 PM,04/27/2020 07:57:49 PM,Mobile App,,,,False,,False,706 S 12th St,,,,36.1672009,-86.7501771,"(36.1672009, -86.7501771)"
117617,98004,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/12/2018 05:51:29 PM,09/12/2018 07:01:52 PM,Mobile App,,Resident,,False,,False,619B Moore Ave,NASHVILLE,17.0,37203.0,36.137555411148774,-86.77161745727062,"(36.13755541114877, -86.77161745727062)"
117744,114218,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/04/2018 02:37:07 AM,06/29/2020 01:17:13 PM,hubNashville Community,,Resident,,False,99387.0,False,831 goff,NASHVILLE,2.0,37208.0,36.185687350135495,-86.80286154921859,"(36.18568735013549, -86.80286154921859)"
117873,405253,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/01/2020 05:56:39 PM,07/01/2020 07:10:38 PM,hubNashville Community,,,,False,,False,1517 14th Ave N,NASHVILLE,21.0,37208.0,36.1744573,-86.80348409999998,"(36.1744573, -86.80348409999999)"
118133,352936,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/26/2020 05:15:11 PM,04/27/2020 07:55:08 PM,Mobile App,,,,False,,False,1211 Davidson St,,,,36.162743400000004,-86.74907309999998,"(36.1627434, -86.74907309999999)"
120051,406234,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/02/2020 03:57:27 PM,07/02/2020 04:52:41 PM,hubNashville Community,,,,False,,False,5822 Morrow Rd,NASHVILLE,20.0,37209.0,36.161773100000005,-86.8595146,"(36.1617731, -86.8595146)"
120147,353537,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,04/27/2020 06:21:58 PM,04/27/2020 07:24:58 PM,hubNashville Community,,,,False,,False,3116 Kinross Ave,NASHVILLE,16.0,37211.0,36.1042845,-86.7331012,"(36.1042845, -86.7331012)"
120276,406187,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/02/2020 03:40:02 PM,07/08/2020 07:03:38 AM,hubNashville Community,,,,False,,False,5218 Indiana Ave,NASHVILLE,20.0,37209.0,36.15651879999999,-86.85133859999998,"(36.1565188, -86.85133859999999)"
123087,423451,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/22/2020 08:15:21 PM,07/24/2020 07:08:11 AM,hubNashville Community,,,,False,,False,1910 11th Ave N,NASHVILLE,21.0,37208.0,36.1833519,-86.8054209,"(36.1833519, -86.8054209)"
123458,374701,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/22/2020 02:43:30 PM,07/24/2020 07:40:05 AM,hubNashville Community,,,,False,371885.0,False,1707 16th Ave N,NASHVILLE,21.0,37208.0,36.1774562,-86.80771240000001,"(36.1774562, -86.8077124)"
123992,414227,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/12/2020 06:26:04 PM,,hubNashville Community,,,,False,407702.0,False,321 Pineway Dr,NASHVILLE,13.0,37217.0,36.114078000000006,-86.697999,"(36.114078, -86.697999)"
124014,114205,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/03/2018 09:45:23 PM,,hubNashville Community,,Resident,,False,,False,903B Virginia,NASHVILLE,8.0,37216.0,36.222625208391385,-86.73190418414602,"(36.22262520839138, -86.73190418414603)"
124845,114307,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/05/2018 02:37:30 AM,,hubNashville Community,,Resident,,False,,False,1029 cheatham,NASHVILLE,19.0,37208.0,36.17424201533786,-86.7992111479459,"(36.17424201533786, -86.7992111479459)"
126202,411061,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/08/2020 06:07:03 PM,,hubNashville Community,,,,False,271799.0,False,900B Locklayer St,NASHVILLE,19.0,37208.0,36.1710939,-86.7913729,"(36.1710939, -86.7913729)"
126882,420117,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/18/2020 05:04:23 PM,07/20/2020 07:26:50 PM,hubNashville Community,,,,False,,False,1001 9th Ave S,NASHVILLE,17.0,37203.0,36.14502030535467,-86.7808234767212,"(36.14502030535467, -86.78082347672118)"
127072,420304,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/19/2020 03:47:23 AM,07/20/2020 07:37:17 PM,hubNashville Community,,,,False,,False,1005 9th Ave S,NASHVILLE,17.0,37203.0,36.14494037640998,-86.78085348764624,"(36.14494037640998, -86.78085348764624)"
129651,427145,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/26/2020 10:22:33 PM,,hubNashville Community,,,,False,,False,235 Sterling St,NASHVILLE,20.0,37209.0,36.1569765,-86.86329370000001,"(36.1569765, -86.86329370000001)"
131424,414223,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/12/2020 06:19:10 PM,07/16/2020 07:05:20 AM,hubNashville Community,,,,False,,False,1411B Meridian St,NASHVILLE,5.0,37207,36.1977696,-86.7665137,"(36.1977696, -86.7665137)"
131674,135119,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/28/2019 04:03:37 AM,03/02/2019 08:06:37 AM,hubNashville Community,,,,False,,False,1108 Russell St,NASHVILLE,6.0,37206,36.174987200000004,-86.74940950000001,"(36.1749872, -86.74940950000001)"
132521,137377,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,02/04/2019 05:05:41 PM,03/02/2019 08:06:51 AM,hubNashville Community,,,,False,,False,4505 Georgia Ave,NASHVILLE,20.0,37209,36.1554539,-86.84173790000001,"(36.1554539, -86.8417379)"
132548,137697,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,02/05/2019 03:00:27 AM,03/02/2019 08:06:51 AM,hubNashville Community,,,,False,137377.0,False,4505 Georgia Ave,NASHVILLE,20.0,37209,36.1554539,-86.84173790000001,"(36.1554539, -86.8417379)"
132873,415740,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/14/2020 02:46:14 PM,07/17/2020 07:06:32 AM,hubNashville Community,,,,False,,False,310 Radnor St,NASHVILLE,16.0,37211,36.10538100000001,-86.740804,"(36.10538100000001, -86.740804)"
133179,371872,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/19/2020 05:24:56 PM,07/24/2020 07:40:05 AM,hubNashville Community,,,,False,371885.0,False,1705 16th Ave N,NASHVILLE,21.0,37208,36.17730090000001,-86.80769570000001,"(36.17730090000001, -86.8076957)"
134838,391809,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/14/2020 06:45:14 PM,06/15/2020 04:02:47 PM,hubNashville Community,,,,False,,False,1808B Branch St,NASHVILLE,7.0,37216,36.2000713,-86.7254233,"(36.2000713, -86.7254233)"
135126,392957,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/16/2020 03:22:36 AM,06/23/2020 07:40:47 AM,hubNashville Community,,,,False,,False,2412 Vaulx Ln,NASHVILLE,17.0,37204,36.125099799999994,-86.7815287,"(36.1250998, -86.7815287)"
136551,423301,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/22/2020 06:12:09 PM,07/23/2020 04:39:42 PM,Mobile App,,,,False,,False,1007 Riverside Dr,NASHVILLE,6.0,37206,36.1876594,-86.72609859999999,"(36.1876594, -86.7260986)"
140350,325575,Assigned,Permits,Short Term Rental Permit,Short Term Rental Permit,03/12/2020 06:31:35 PM,,Phone,,,,False,,False,615 Lane Ct,NASHVILLE,2.0,37207,36.222429999999996,-86.80683,"(36.22243, -86.80683)"
154012,441012,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/09/2020 05:19:51 AM,10/14/2020 07:05:32 AM,hubNashville Community,,,,False,441011.0,False,1711 Sevier St,NASHVILLE,6.0,37206,36.166343,-86.7397122,"(36.166343, -86.7397122)"
161498,140398,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,02/10/2019 02:42:32 AM,02/11/2019 05:21:13 PM,hubNashville Community,,,,False,,False,Scovel St,NASHVILLE,21.0,37208,36.170509,-86.80708729999998,"(36.170509, -86.80708729999998)"
161532,152394,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,03/11/2019 01:10:38 PM,03/12/2019 02:14:55 PM,hubNashville Community,,,,False,,False,1005 9th Ave S,NASHVILLE,17.0,37203,36.14490207438397,-86.78051665586572,"(36.14490207438397, -86.78051665586572)"
161554,142009,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,02/13/2019 09:08:28 PM,09/19/2019 07:18:51 AM,hubNashville Community,,,,False,,False,3105 Vanderbilt Pl,NASHVILLE,18.0,37212,36.1407856,-86.81483600000001,"(36.1407856, -86.81483600000001)"
161854,8584,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,08/15/2017 04:29:36 PM,09/07/2017 04:31:34 PM,Phone,,Resident,,False,,False,1115 Gartland Ave,NASHVILLE,6.0,37206,36.1796,-86.74847,"(36.1796, -86.74847)"
162805,168166,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,04/11/2019 06:21:15 PM,04/12/2019 08:08:34 PM,Phone,,,,False,,False,1241 Ardee Ave,NASHVILLE,7.0,37216,36.2162622,-86.72057910000002,"(36.2162622, -86.72057910000001)"
162880,170481,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/17/2019 02:54:00 AM,09/04/2019 07:16:30 AM,hubNashville Community,,,,False,148581.0,False,548 Rural Hill Rd,NASHVILLE,29.0,37217,36.085589,-86.62282259999999,"(36.085589, -86.6228226)"
162904,171229,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/18/2019 01:06:07 AM,10/01/2019 07:00:44 AM,hubNashville Community,,,,False,,False,309 N 9th St,NASHVILLE,5.0,37206,36.180045099999994,-86.75827329999998,"(36.18004509999999, -86.75827329999998)"
162933,173214,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/23/2019 01:54:09 AM,04/23/2019 08:26:06 PM,hubNashville Community,,,,False,,False,4505 Georgia Ave,,,,36.1554539,-86.84173790000001,"(36.1554539, -86.8417379)"
162974,172978,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/22/2019 06:12:24 PM,04/22/2019 07:42:42 PM,hubNashville Community,,,,False,,False,914 14th Ave S,NASHVILLE,19.0,37212,36.1468697,-86.78858430000002,"(36.1468697, -86.78858430000002)"
163028,175776,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,04/27/2019 10:42:43 PM,06/05/2019 07:02:20 AM,hubNashville Community,,,,False,,False,1910 Dahlia Cir,NASHVILLE,15.0,37210,36.16307557484565,-86.71060369950148,"(36.16307557484565, -86.71060369950149)"
163133,177162,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/01/2019 07:47:38 AM,05/03/2019 05:50:14 PM,hubNashville Community,,,,False,,False,3527 Central Ave,NASHVILLE,24.0,37205,36.137181861595934,-86.82536409325405,"(36.13718186159594, -86.82536409325405)"
163142,178594,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/03/2019 11:14:29 AM,05/03/2019 03:39:19 PM,hubNashville Community,,,,False,,False,3213 River Walk Dr,NASHVILLE,14.0,37214,36.1792233,-86.63747409999996,"(36.1792233, -86.63747409999996)"
163216,134971,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,01/26/2019 08:12:34 PM,,hubNashville Community,,,,False,,False,1800 Porter Rd,NASHVILLE,7.0,37206,36.196135999999996,-86.72088099999996,"(36.196136, -86.72088099999996)"
163229,177588,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/01/2019 06:34:05 PM,05/07/2019 03:26:26 PM,hubNashville Community,,,,False,,False,4003 Nebraska Ave,NASHVILLE,24.0,37209,36.14281641159833,-86.83313780674592,"(36.14281641159833, -86.83313780674592)"
163308,179433,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/05/2019 08:22:43 PM,05/06/2019 04:23:43 PM,hubNashville Community,,,,False,,False,1633 Northview Ave,NASHVILLE,7.0,37216,36.1983692,-86.73518979999999,"(36.1983692, -86.7351898)"
163365,179316,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/04/2019 09:42:08 PM,09/07/2019 07:01:24 AM,hubNashville Community,,,,False,,False,1114 Forrest Ave,NASHVILLE,6.0,37206,36.178307543461855,-86.74865642679791,"(36.17830754346185, -86.74865642679791)"
163367,179235,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/04/2019 01:56:07 AM,11/09/2019 08:02:42 AM,hubNashville Community,,,,False,,False,1819 10th Ave S,NASHVILLE,17.0,37203,36.135211700000006,-86.78500739999998,"(36.13521170000001, -86.78500739999998)"
163371,179804,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/06/2019 04:37:02 PM,11/26/2019 08:01:45 AM,hubNashville Community,,,,False,,False,2525 Brittany Dr,NASHVILLE,6.0,37206,36.17673140000001,-86.71583770000002,"(36.17673140000001, -86.71583770000001)"
163430,179436,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/05/2019 09:03:58 PM,07/16/2019 07:03:05 AM,hubNashville Community,,,,False,,False,904B 15th Ave S,NASHVILLE,19.0,37212,36.1473886,-86.7896988,"(36.1473886, -86.7896988)"
165166,189900,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/27/2019 03:08:52 PM,11/26/2019 08:02:04 AM,Mobile App,,,,False,,False,523 Weakley Ave,NASHVILLE,5.0,37207.0,36.19729131199745,-86.78189869970083,"(36.197291311997446, -86.78189869970083)"
165169,189899,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/27/2019 02:59:30 PM,03/19/2020 08:00:39 AM,Mobile App,,,,False,,False,28 N Hill St,NASHVILLE,17.0,37210.0,36.14534693251494,-86.76073305308819,"(36.14534693251494, -86.76073305308819)"
165182,189914,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,05/27/2019 04:41:02 PM,04/17/2020 07:00:51 AM,Mobile App,,,,False,,False,1103 13th Ave S,NASHVILLE,19.0,37212.0,36.143598452882266,-86.78842954337597,"(36.143598452882266, -86.78842954337597)"
165256,193219,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/03/2019 03:29:57 AM,08/22/2019 07:01:14 AM,hubNashville Community,,,,False,179246.0,False,4505 Georgia Ave,NASHVILLE,20.0,37209.0,36.1554539,-86.84173790000001,"(36.1554539, -86.8417379)"
165290,195710,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/06/2019 04:17:11 PM,09/12/2019 07:03:49 AM,hubNashville Community,,,,False,195683.0,False,126A Fern Ave,NASHVILLE,2.0,37207.0,36.1966442,-86.78138899999998,"(36.1966442, -86.78138899999999)"
165294,196808,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/08/2019 01:06:17 AM,08/23/2019 07:04:01 AM,hubNashville Community,,,,False,,False,321 S 11th St,NASHVILLE,6.0,37206.0,36.1724481201743,-86.75053746070186,"(36.172448120174295, -86.75053746070188)"
165429,191860,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/30/2019 03:50:22 PM,05/31/2019 02:45:37 PM,hubNashville Community,,,,False,,False,215 6th Ave N,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78199999999998,"(36.163, -86.78199999999998)"
165475,191587,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,05/30/2019 11:13:20 AM,05/31/2019 02:44:40 PM,Mobile App,,,,False,,False,1817 Knowles St,NASHVILLE,21.0,37208.0,36.1719884,-86.80907719999998,"(36.1719884, -86.80907719999999)"
165582,193578,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/03/2019 05:20:24 PM,06/03/2019 08:26:25 PM,hubNashville Community,,,,False,,False,2308 Scott Ave,NASHVILLE,7.0,37216.0,36.2010589,-86.7332007,"(36.2010589, -86.7332007)"
165694,193545,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/03/2019 04:45:51 PM,10/17/2019 07:02:20 AM,hubNashville Community,,,,False,,False,3905 Park Ave,NASHVILLE,24.0,37209.0,36.1511167,-86.83291910000004,"(36.1511167, -86.83291910000003)"
165838,203775,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/22/2019 03:05:35 AM,09/13/2019 07:03:55 AM,hubNashville Community,,,,False,,False,807 18th Ave S,NASHVILLE,19.0,37203.0,36.149664666945576,-86.79459534944306,"(36.14966466694558, -86.79459534944304)"
165872,207195,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,06/27/2019 09:56:25 PM,06/28/2019 02:43:45 PM,Phone,,,,False,,False,1101 Ozark St,NASHVILLE,6.0,37206.0,36.163421,-86.75196,"(36.163421, -86.75196)"
166182,208009,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/30/2019 01:48:07 PM,07/02/2019 02:33:09 PM,hubNashville Community,,,,False,,False,960 9th Ave S,NASHVILLE,17.0,37203.0,36.14542,-86.78041999999999,"(36.14542, -86.78042)"
167984,203840,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/22/2019 06:26:35 PM,09/24/2019 07:05:11 AM,hubNashville Community,,,,False,,False,1005 9th Ave S,NASHVILLE,17.0,37203.0,36.144885960446075,-86.780874058751,"(36.14488596044608, -86.780874058751)"
169189,212821,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/10/2019 06:48:00 PM,07/10/2019 08:42:34 PM,Phone,,,,False,,False,1018 ALICE ST,NASHVILLE,2.0,37218.0,36.20304,-86.81129,"(36.20304, -86.81129)"
169439,215009,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/15/2019 05:40:52 PM,07/17/2019 04:28:02 PM,hubNashville Community,,,,False,,False,1212 Ashwood Ave,NASHVILLE,18.0,37212.0,36.129017100000006,-86.7900209,"(36.1290171, -86.7900209)"
